datetime,AT_solar_generation_actual
2017-08-31,18430.19
2017-09-01,11530.85
2017-09-02,11529.73
2017-09-03,11485.15
2017-09-04,19705.99
2017-09-05,19447.66
2017-09-06,13636.3
2017-09-07,16351.03
2017-09-08,20202.0
2017-09-09,18156.49
2017-09-10,13056.18
2017-09-11,9550.45
2017-09-12,12281.19
2017-09-13,16473.05
2017-09-14,17923.61
2017-09-15,18136.71
2017-09-16,12207.55
2017-09-17,9250.27
2017-09-18,14883.2
2017-09-19,8318.7
2017-09-20,11004.5
2017-09-21,13936.08
2017-09-22,14460.91
2017-09-23,15234.89
2017-09-24,11288.210000000001
2017-09-25,11913.12
2017-09-26,12072.26
2017-09-27,14099.13
2017-09-28,13727.68
2017-09-29,13978.39
2017-09-30,15192.15
2017-10-01,11893.74
2017-10-02,15567.88
2017-10-03,8435.95
2017-10-04,13518.7
2017-10-05,15028.6
2017-10-06,12674.28
2017-10-07,13080.28
2017-10-08,10754.91
2017-10-09,10026.710000000001
2017-10-10,10217.43
2017-10-11,12545.86
2017-10-12,13158.67
2017-10-13,12955.79
2017-10-14,13545.76
2017-10-15,13444.78
2017-10-16,12982.31
2017-10-17,12986.26
2017-10-18,11824.37
2017-10-19,12574.45
2017-10-20,11490.33
2017-10-21,8466.7
2017-10-22,5963.84
2017-10-23,6801.59
2017-10-24,9865.67
2017-10-25,8167.66
2017-10-26,9463.07
2017-10-27,6209.68
2017-10-28,7133.42
2017-10-29,7509.02
2017-10-30,7709.2300000000005
2017-10-31,8807.24
2017-11-01,7280.7
2017-11-02,7731.34
2017-11-03,8457.44
2017-11-04,8655.7
2017-11-05,7737.92
2017-11-06,4480.74
2017-11-07,5762.13
2017-11-08,4790.67
2017-11-09,6678.87
2017-11-10,8129.639999999999
2017-11-11,5885.5599999999995
2017-11-12,4659.45
2017-11-13,4179.32
2017-11-14,6647.46
2017-11-15,6508.26
2017-11-16,6958.55
2017-11-17,6081.37
2017-11-18,5921.15
2017-11-19,4696.25
2017-11-20,4759.4
2017-11-21,4096.67
2017-11-22,6848.28
2017-11-23,5544.55
2017-11-24,6106.0
2017-11-25,5174.03
2017-11-26,3897.5099999999998
2017-11-27,5290.1
2017-11-28,4217.45
2017-11-29,3531.21
2017-11-30,2338.99
2017-12-01,3798.55
2017-12-02,7218.49
2017-12-03,4204.05
2017-12-04,3108.13
2017-12-05,3366.76
2017-12-06,4782.77
2017-12-07,4969.58
2017-12-08,3361.62
2017-12-09,3242.5099999999998
2017-12-10,3717.27
2017-12-11,4144.18
2017-12-12,3225.65
2017-12-13,3873.8
2017-12-14,3858.28
2017-12-15,4346.29
2017-12-16,3830.07
2017-12-17,3367.17
2017-12-18,3112.99
2017-12-19,3539.82
2017-12-20,3157.23
2017-12-21,2506.17
2017-12-22,3478.46
2017-12-23,3721.68
2017-12-24,4522.97
2017-12-25,4893.85
2017-12-26,4050.45
2017-12-27,4017.93
2017-12-28,3024.46
2017-12-29,3542.75
2017-12-30,3228.74
2017-12-31,5061.71
2018-01-01,3769.48
2018-01-02,4693.18
2018-01-03,2826.9900000000002
2018-01-04,3235.79
2018-01-05,3565.57
2018-01-06,3346.23
2018-01-07,3622.32
2018-01-08,3298.2
2018-01-09,3694.27
2018-01-10,4178.53
2018-01-11,3462.0
2018-01-12,3837.25
2018-01-13,3757.15
2018-01-14,3615.54
