"Area","MTU","Solar  - Actual Aggregated [MW]"
"Austria (AT)","04.01.2016 10:30 - 04.01.2016 10:45 (UTC)","57"
"Austria (AT)","04.01.2016 10:45 - 04.01.2016 11:00 (UTC)","60"
"Austria (AT)","04.01.2016 11:00 - 04.01.2016 11:15 (UTC)","61"
"Austria (AT)","04.01.2016 11:15 - 04.01.2016 11:30 (UTC)","61"
"Austria (AT)","04.01.2016 11:30 - 04.01.2016 11:45 (UTC)","61"
"Austria (AT)","04.01.2016 11:45 - 04.01.2016 12:00 (UTC)","61"
"Austria (AT)","04.01.2016 12:00 - 04.01.2016 12:15 (UTC)","58"
"Austria (AT)","04.01.2016 12:15 - 04.01.2016 12:30 (UTC)","55"
"Austria (AT)","04.01.2016 12:30 - 04.01.2016 12:45 (UTC)","52"
"Austria (AT)","04.01.2016 12:45 - 04.01.2016 13:00 (UTC)","49"
"Austria (AT)","04.01.2016 13:00 - 04.01.2016 13:15 (UTC)","44"
"Austria (AT)","04.01.2016 13:15 - 04.01.2016 13:30 (UTC)","40"
"Austria (AT)","04.01.2016 13:30 - 04.01.2016 13:45 (UTC)","35"
"Austria (AT)","04.01.2016 13:45 - 04.01.2016 14:00 (UTC)","31"
"Austria (AT)","04.01.2016 14:00 - 04.01.2016 14:15 (UTC)","27"
"Austria (AT)","04.01.2016 14:15 - 04.01.2016 14:30 (UTC)","23"
"Austria (AT)","04.01.2016 14:30 - 04.01.2016 14:45 (UTC)","19"
"Austria (AT)","04.01.2016 14:45 - 04.01.2016 15:00 (UTC)","16"
"Austria (AT)","04.01.2016 15:00 - 04.01.2016 15:15 (UTC)","14"
"Austria (AT)","04.01.2016 15:15 - 04.01.2016 15:30 (UTC)","12"
"Austria (AT)","04.01.2016 15:30 - 04.01.2016 15:45 (UTC)","10"
"Austria (AT)","04.01.2016 15:45 - 04.01.2016 16:00 (UTC)","8"
"Austria (AT)","04.01.2016 16:00 - 04.01.2016 16:15 (UTC)","8"
"Austria (AT)","04.01.2016 16:15 - 04.01.2016 16:30 (UTC)","8"
"Austria (AT)","04.01.2016 16:30 - 04.01.2016 16:45 (UTC)","7"
"Austria (AT)","04.01.2016 16:45 - 04.01.2016 17:00 (UTC)","7"
"Austria (AT)","04.01.2016 17:00 - 04.01.2016 17:15 (UTC)","7"
"Austria (AT)","04.01.2016 17:15 - 04.01.2016 17:30 (UTC)","7"
"Austria (AT)","04.01.2016 17:30 - 04.01.2016 17:45 (UTC)","7"
"Austria (AT)","04.01.2016 17:45 - 04.01.2016 18:00 (UTC)","7"
"Austria (AT)","04.01.2016 18:00 - 04.01.2016 18:15 (UTC)","0"
"Austria (AT)","04.01.2016 18:15 - 04.01.2016 18:30 (UTC)","0"
"Austria (AT)","04.01.2016 18:30 - 04.01.2016 18:45 (UTC)","0"
"Austria (AT)","04.01.2016 18:45 - 04.01.2016 19:00 (UTC)","0"
"Austria (AT)","04.01.2016 19:00 - 04.01.2016 19:15 (UTC)","0"
"Austria (AT)","04.01.2016 19:15 - 04.01.2016 19:30 (UTC)","0"
"Austria (AT)","04.01.2016 19:30 - 04.01.2016 19:45 (UTC)","0"
"Austria (AT)","04.01.2016 19:45 - 04.01.2016 20:00 (UTC)","0"
"Austria (AT)","04.01.2016 20:00 - 04.01.2016 20:15 (UTC)","0"
"Austria (AT)","04.01.2016 20:15 - 04.01.2016 20:30 (UTC)","0"
"Austria (AT)","04.01.2016 20:30 - 04.01.2016 20:45 (UTC)","0"
"Austria (AT)","04.01.2016 20:45 - 04.01.2016 21:00 (UTC)","0"
"Austria (AT)","04.01.2016 21:00 - 04.01.2016 21:15 (UTC)","0"
"Austria (AT)","04.01.2016 21:15 - 04.01.2016 21:30 (UTC)","0"
"Austria (AT)","04.01.2016 21:30 - 04.01.2016 21:45 (UTC)","0"
"Austria (AT)","04.01.2016 21:45 - 04.01.2016 22:00 (UTC)","0"
"Austria (AT)","04.01.2016 22:00 - 04.01.2016 22:15 (UTC)","0"
"Austria (AT)","04.01.2016 22:15 - 04.01.2016 22:30 (UTC)","0"
"Austria (AT)","04.01.2016 22:30 - 04.01.2016 22:45 (UTC)","0"
"Austria (AT)","04.01.2016 22:45 - 04.01.2016 23:00 (UTC)","0"
"Austria (AT)","04.01.2016 23:00 - 04.01.2016 23:15 (UTC)","0"
"Austria (AT)","04.01.2016 23:15 - 04.01.2016 23:30 (UTC)","0"
"Austria (AT)","04.01.2016 23:30 - 04.01.2016 23:45 (UTC)","0"
"Austria (AT)","04.01.2016 23:45 - 05.01.2016 00:00 (UTC)","0"
"Austria (AT)","05.01.2016 00:00 - 05.01.2016 00:15 (UTC)","0"
"Austria (AT)","05.01.2016 00:15 - 05.01.2016 00:30 (UTC)","0"
"Austria (AT)","05.01.2016 00:30 - 05.01.2016 00:45 (UTC)","0"
"Austria (AT)","05.01.2016 00:45 - 05.01.2016 01:00 (UTC)","0"
"Austria (AT)","05.01.2016 01:00 - 05.01.2016 01:15 (UTC)","0"
"Austria (AT)","05.01.2016 01:15 - 05.01.2016 01:30 (UTC)","0"
"Austria (AT)","05.01.2016 01:30 - 05.01.2016 01:45 (UTC)","0"
"Austria (AT)","05.01.2016 01:45 - 05.01.2016 02:00 (UTC)","0"
"Austria (AT)","05.01.2016 02:00 - 05.01.2016 02:15 (UTC)","0"
"Austria (AT)","05.01.2016 02:15 - 05.01.2016 02:30 (UTC)","0"
"Austria (AT)","05.01.2016 02:30 - 05.01.2016 02:45 (UTC)","0"
"Austria (AT)","05.01.2016 02:45 - 05.01.2016 03:00 (UTC)","0"
"Austria (AT)","05.01.2016 03:00 - 05.01.2016 03:15 (UTC)","0"
"Austria (AT)","05.01.2016 03:15 - 05.01.2016 03:30 (UTC)","0"
"Austria (AT)","05.01.2016 03:30 - 05.01.2016 03:45 (UTC)","0"
"Austria (AT)","05.01.2016 03:45 - 05.01.2016 04:00 (UTC)","0"
"Austria (AT)","05.01.2016 04:00 - 05.01.2016 04:15 (UTC)","0"
"Austria (AT)","05.01.2016 04:15 - 05.01.2016 04:30 (UTC)","0"
"Austria (AT)","05.01.2016 04:30 - 05.01.2016 04:45 (UTC)","0"
"Austria (AT)","05.01.2016 04:45 - 05.01.2016 05:00 (UTC)","0"
"Austria (AT)","05.01.2016 05:00 - 05.01.2016 05:15 (UTC)","0"
"Austria (AT)","05.01.2016 05:15 - 05.01.2016 05:30 (UTC)","0"
"Austria (AT)","05.01.2016 05:30 - 05.01.2016 05:45 (UTC)","0"
"Austria (AT)","05.01.2016 05:45 - 05.01.2016 06:00 (UTC)","0"
"Austria (AT)","05.01.2016 06:00 - 05.01.2016 06:15 (UTC)","8"
"Austria (AT)","05.01.2016 06:15 - 05.01.2016 06:30 (UTC)","8"
"Austria (AT)","05.01.2016 06:30 - 05.01.2016 06:45 (UTC)","8"
"Austria (AT)","05.01.2016 06:45 - 05.01.2016 07:00 (UTC)","8"
"Austria (AT)","05.01.2016 07:00 - 05.01.2016 07:15 (UTC)","9"
"Austria (AT)","05.01.2016 07:15 - 05.01.2016 07:30 (UTC)","10"
"Austria (AT)","05.01.2016 07:30 - 05.01.2016 07:45 (UTC)","12"
"Austria (AT)","05.01.2016 07:45 - 05.01.2016 08:00 (UTC)","15"
"Austria (AT)","05.01.2016 08:00 - 05.01.2016 08:15 (UTC)","18"
"Austria (AT)","05.01.2016 08:15 - 05.01.2016 08:30 (UTC)","24"
"Austria (AT)","05.01.2016 08:30 - 05.01.2016 08:45 (UTC)","30"
"Austria (AT)","05.01.2016 08:45 - 05.01.2016 09:00 (UTC)","36"
"Austria (AT)","05.01.2016 09:00 - 05.01.2016 09:15 (UTC)","38"
"Austria (AT)","05.01.2016 09:15 - 05.01.2016 09:30 (UTC)","44"
"Austria (AT)","05.01.2016 09:30 - 05.01.2016 09:45 (UTC)","49"
"Austria (AT)","05.01.2016 09:45 - 05.01.2016 10:00 (UTC)","54"
"Austria (AT)","05.01.2016 10:00 - 05.01.2016 10:15 (UTC)","56"
"Austria (AT)","05.01.2016 10:15 - 05.01.2016 10:30 (UTC)","59"
"Austria (AT)","05.01.2016 10:30 - 05.01.2016 10:45 (UTC)","62"
"Austria (AT)","05.01.2016 10:45 - 05.01.2016 11:00 (UTC)","66"
"Austria (AT)","05.01.2016 11:00 - 05.01.2016 11:15 (UTC)","66"
"Austria (AT)","05.01.2016 11:15 - 05.01.2016 11:30 (UTC)","66"
"Austria (AT)","05.01.2016 11:30 - 05.01.2016 11:45 (UTC)","66"
"Austria (AT)","05.01.2016 11:45 - 05.01.2016 12:00 (UTC)","64"
"Austria (AT)","05.01.2016 12:00 - 05.01.2016 12:15 (UTC)","64"
"Austria (AT)","05.01.2016 12:15 - 05.01.2016 12:30 (UTC)","60"
"Austria (AT)","05.01.2016 12:30 - 05.01.2016 12:45 (UTC)","56"
"Austria (AT)","05.01.2016 12:45 - 05.01.2016 13:00 (UTC)","52"
"Austria (AT)","05.01.2016 13:00 - 05.01.2016 13:15 (UTC)","49"
"Austria (AT)","05.01.2016 13:15 - 05.01.2016 13:30 (UTC)","44"
"Austria (AT)","05.01.2016 13:30 - 05.01.2016 13:45 (UTC)","39"
"Austria (AT)","05.01.2016 13:45 - 05.01.2016 14:00 (UTC)","33"
"Austria (AT)","05.01.2016 14:00 - 05.01.2016 14:15 (UTC)","30"
"Austria (AT)","05.01.2016 14:15 - 05.01.2016 14:30 (UTC)","25"
"Austria (AT)","05.01.2016 14:30 - 05.01.2016 14:45 (UTC)","20"
"Austria (AT)","05.01.2016 14:45 - 05.01.2016 15:00 (UTC)","16"
"Austria (AT)","05.01.2016 15:00 - 05.01.2016 15:15 (UTC)","14"
"Austria (AT)","05.01.2016 15:15 - 05.01.2016 15:30 (UTC)","12"
"Austria (AT)","05.01.2016 15:30 - 05.01.2016 15:45 (UTC)","10"
"Austria (AT)","05.01.2016 15:45 - 05.01.2016 16:00 (UTC)","8"
"Austria (AT)","05.01.2016 16:00 - 05.01.2016 16:15 (UTC)","8"
"Austria (AT)","05.01.2016 16:15 - 05.01.2016 16:30 (UTC)","7"
"Austria (AT)","05.01.2016 16:30 - 05.01.2016 16:45 (UTC)","7"
"Austria (AT)","05.01.2016 16:45 - 05.01.2016 17:00 (UTC)","7"
"Austria (AT)","05.01.2016 17:00 - 05.01.2016 17:15 (UTC)","7"
"Austria (AT)","05.01.2016 17:15 - 05.01.2016 17:30 (UTC)","7"
"Austria (AT)","05.01.2016 17:30 - 05.01.2016 17:45 (UTC)","7"
"Austria (AT)","05.01.2016 17:45 - 05.01.2016 18:00 (UTC)","7"
"Austria (AT)","05.01.2016 18:00 - 05.01.2016 18:15 (UTC)","0"
"Austria (AT)","05.01.2016 18:15 - 05.01.2016 18:30 (UTC)","0"
"Austria (AT)","05.01.2016 18:30 - 05.01.2016 18:45 (UTC)","0"
"Austria (AT)","05.01.2016 18:45 - 05.01.2016 19:00 (UTC)","0"
"Austria (AT)","05.01.2016 19:00 - 05.01.2016 19:15 (UTC)","0"
"Austria (AT)","05.01.2016 19:15 - 05.01.2016 19:30 (UTC)","0"
"Austria (AT)","05.01.2016 19:30 - 05.01.2016 19:45 (UTC)","0"
"Austria (AT)","05.01.2016 19:45 - 05.01.2016 20:00 (UTC)","0"
"Austria (AT)","05.01.2016 20:00 - 05.01.2016 20:15 (UTC)","0"
"Austria (AT)","05.01.2016 20:15 - 05.01.2016 20:30 (UTC)","0"
"Austria (AT)","05.01.2016 20:30 - 05.01.2016 20:45 (UTC)","0"
"Austria (AT)","05.01.2016 20:45 - 05.01.2016 21:00 (UTC)","0"
"Austria (AT)","05.01.2016 21:00 - 05.01.2016 21:15 (UTC)","0"
"Austria (AT)","05.01.2016 21:15 - 05.01.2016 21:30 (UTC)","0"
"Austria (AT)","05.01.2016 21:30 - 05.01.2016 21:45 (UTC)","0"
"Austria (AT)","05.01.2016 21:45 - 05.01.2016 22:00 (UTC)","0"
"Austria (AT)","05.01.2016 22:00 - 05.01.2016 22:15 (UTC)","0"
"Austria (AT)","05.01.2016 22:15 - 05.01.2016 22:30 (UTC)","0"
"Austria (AT)","05.01.2016 22:30 - 05.01.2016 22:45 (UTC)","0"
"Austria (AT)","05.01.2016 22:45 - 05.01.2016 23:00 (UTC)","0"
"Austria (AT)","05.01.2016 23:00 - 05.01.2016 23:15 (UTC)","0"
"Austria (AT)","05.01.2016 23:15 - 05.01.2016 23:30 (UTC)","0"
"Austria (AT)","05.01.2016 23:30 - 05.01.2016 23:45 (UTC)","0"
"Austria (AT)","05.01.2016 23:45 - 06.01.2016 00:00 (UTC)","0"
"Austria (AT)","06.01.2016 00:00 - 06.01.2016 00:15 (UTC)","0"
"Austria (AT)","06.01.2016 00:15 - 06.01.2016 00:30 (UTC)","0"
"Austria (AT)","06.01.2016 00:30 - 06.01.2016 00:45 (UTC)","0"
"Austria (AT)","06.01.2016 00:45 - 06.01.2016 01:00 (UTC)","0"
"Austria (AT)","06.01.2016 01:00 - 06.01.2016 01:15 (UTC)","0"
"Austria (AT)","06.01.2016 01:15 - 06.01.2016 01:30 (UTC)","0"
"Austria (AT)","06.01.2016 01:30 - 06.01.2016 01:45 (UTC)","0"
"Austria (AT)","06.01.2016 01:45 - 06.01.2016 02:00 (UTC)","0"
"Austria (AT)","06.01.2016 02:00 - 06.01.2016 02:15 (UTC)","0"
"Austria (AT)","06.01.2016 02:15 - 06.01.2016 02:30 (UTC)","0"
"Austria (AT)","06.01.2016 02:30 - 06.01.2016 02:45 (UTC)","0"
"Austria (AT)","06.01.2016 02:45 - 06.01.2016 03:00 (UTC)","0"
"Austria (AT)","06.01.2016 03:00 - 06.01.2016 03:15 (UTC)","0"
"Austria (AT)","06.01.2016 03:15 - 06.01.2016 03:30 (UTC)","0"
"Austria (AT)","06.01.2016 03:30 - 06.01.2016 03:45 (UTC)","0"
"Austria (AT)","06.01.2016 03:45 - 06.01.2016 04:00 (UTC)","0"
"Austria (AT)","06.01.2016 04:00 - 06.01.2016 04:15 (UTC)","0"
"Austria (AT)","06.01.2016 04:15 - 06.01.2016 04:30 (UTC)","0"
"Austria (AT)","06.01.2016 04:30 - 06.01.2016 04:45 (UTC)","0"
"Austria (AT)","06.01.2016 04:45 - 06.01.2016 05:00 (UTC)","0"
"Austria (AT)","06.01.2016 05:00 - 06.01.2016 05:15 (UTC)","0"
"Austria (AT)","06.01.2016 05:15 - 06.01.2016 05:30 (UTC)","0"
"Austria (AT)","06.01.2016 05:30 - 06.01.2016 05:45 (UTC)","0"
"Austria (AT)","06.01.2016 05:45 - 06.01.2016 06:00 (UTC)","0"
"Austria (AT)","06.01.2016 06:00 - 06.01.2016 06:15 (UTC)","8"
"Austria (AT)","06.01.2016 06:15 - 06.01.2016 06:30 (UTC)","8"
"Austria (AT)","06.01.2016 06:30 - 06.01.2016 06:45 (UTC)","8"
"Austria (AT)","06.01.2016 06:45 - 06.01.2016 07:00 (UTC)","8"
"Austria (AT)","06.01.2016 07:00 - 06.01.2016 07:15 (UTC)","9"
"Austria (AT)","06.01.2016 07:15 - 06.01.2016 07:30 (UTC)","10"
"Austria (AT)","06.01.2016 07:30 - 06.01.2016 07:45 (UTC)","13"
"Austria (AT)","06.01.2016 07:45 - 06.01.2016 08:00 (UTC)","15"
"Austria (AT)","06.01.2016 08:00 - 06.01.2016 08:15 (UTC)","21"
"Austria (AT)","06.01.2016 08:15 - 06.01.2016 08:30 (UTC)","27"
"Austria (AT)","06.01.2016 08:30 - 06.01.2016 08:45 (UTC)","33"
"Austria (AT)","06.01.2016 08:45 - 06.01.2016 09:00 (UTC)","40"
"Austria (AT)","06.01.2016 09:00 - 06.01.2016 09:15 (UTC)","47"
"Austria (AT)","06.01.2016 09:15 - 06.01.2016 09:30 (UTC)","53"
"Austria (AT)","06.01.2016 09:30 - 06.01.2016 09:45 (UTC)","59"
"Austria (AT)","06.01.2016 09:45 - 06.01.2016 10:00 (UTC)","65"
"Austria (AT)","06.01.2016 10:00 - 06.01.2016 10:15 (UTC)","70"
"Austria (AT)","06.01.2016 10:15 - 06.01.2016 10:30 (UTC)","74"
"Austria (AT)","06.01.2016 10:30 - 06.01.2016 10:45 (UTC)","79"
"Austria (AT)","06.01.2016 10:45 - 06.01.2016 11:00 (UTC)","84"
"Austria (AT)","06.01.2016 11:00 - 06.01.2016 11:15 (UTC)","86"
"Austria (AT)","06.01.2016 11:15 - 06.01.2016 11:30 (UTC)","87"
"Austria (AT)","06.01.2016 11:30 - 06.01.2016 11:45 (UTC)","88"
"Austria (AT)","06.01.2016 11:45 - 06.01.2016 12:00 (UTC)","88"
"Austria (AT)","06.01.2016 12:00 - 06.01.2016 12:15 (UTC)","86"
"Austria (AT)","06.01.2016 12:15 - 06.01.2016 12:30 (UTC)","83"
"Austria (AT)","06.01.2016 12:30 - 06.01.2016 12:45 (UTC)","79"
"Austria (AT)","06.01.2016 12:45 - 06.01.2016 13:00 (UTC)","76"
"Austria (AT)","06.01.2016 13:00 - 06.01.2016 13:15 (UTC)","69"
"Austria (AT)","06.01.2016 13:15 - 06.01.2016 13:30 (UTC)","62"
"Austria (AT)","06.01.2016 13:30 - 06.01.2016 13:45 (UTC)","55"
"Austria (AT)","06.01.2016 13:45 - 06.01.2016 14:00 (UTC)","48"
"Austria (AT)","06.01.2016 14:00 - 06.01.2016 14:15 (UTC)","41"
"Austria (AT)","06.01.2016 14:15 - 06.01.2016 14:30 (UTC)","33"
"Austria (AT)","06.01.2016 14:30 - 06.01.2016 14:45 (UTC)","26"
"Austria (AT)","06.01.2016 14:45 - 06.01.2016 15:00 (UTC)","20"
"Austria (AT)","06.01.2016 15:00 - 06.01.2016 15:15 (UTC)","16"
"Austria (AT)","06.01.2016 15:15 - 06.01.2016 15:30 (UTC)","13"
"Austria (AT)","06.01.2016 15:30 - 06.01.2016 15:45 (UTC)","10"
"Austria (AT)","06.01.2016 15:45 - 06.01.2016 16:00 (UTC)","8"
"Austria (AT)","06.01.2016 16:00 - 06.01.2016 16:15 (UTC)","8"
"Austria (AT)","06.01.2016 16:15 - 06.01.2016 16:30 (UTC)","8"
"Austria (AT)","06.01.2016 16:30 - 06.01.2016 16:45 (UTC)","7"
"Austria (AT)","06.01.2016 16:45 - 06.01.2016 17:00 (UTC)","7"
"Austria (AT)","06.01.2016 17:00 - 06.01.2016 17:15 (UTC)","7"
"Austria (AT)","06.01.2016 17:15 - 06.01.2016 17:30 (UTC)","7"
"Austria (AT)","06.01.2016 17:30 - 06.01.2016 17:45 (UTC)","7"
"Austria (AT)","06.01.2016 17:45 - 06.01.2016 18:00 (UTC)","7"
"Austria (AT)","06.01.2016 18:00 - 06.01.2016 18:15 (UTC)","0"
"Austria (AT)","06.01.2016 18:15 - 06.01.2016 18:30 (UTC)","0"
"Austria (AT)","06.01.2016 18:30 - 06.01.2016 18:45 (UTC)","0"
"Austria (AT)","06.01.2016 18:45 - 06.01.2016 19:00 (UTC)","0"
"Austria (AT)","06.01.2016 19:00 - 06.01.2016 19:15 (UTC)","0"
"Austria (AT)","06.01.2016 19:15 - 06.01.2016 19:30 (UTC)","0"
"Austria (AT)","06.01.2016 19:30 - 06.01.2016 19:45 (UTC)","0"
"Austria (AT)","06.01.2016 19:45 - 06.01.2016 20:00 (UTC)","0"
"Austria (AT)","06.01.2016 20:00 - 06.01.2016 20:15 (UTC)","0"
"Austria (AT)","06.01.2016 20:15 - 06.01.2016 20:30 (UTC)","0"
"Austria (AT)","06.01.2016 20:30 - 06.01.2016 20:45 (UTC)","0"
"Austria (AT)","06.01.2016 20:45 - 06.01.2016 21:00 (UTC)","0"
"Austria (AT)","06.01.2016 21:00 - 06.01.2016 21:15 (UTC)","0"
"Austria (AT)","06.01.2016 21:15 - 06.01.2016 21:30 (UTC)","0"
"Austria (AT)","06.01.2016 21:30 - 06.01.2016 21:45 (UTC)","0"
"Austria (AT)","06.01.2016 21:45 - 06.01.2016 22:00 (UTC)","0"
"Austria (AT)","06.01.2016 22:00 - 06.01.2016 22:15 (UTC)","0"
"Austria (AT)","06.01.2016 22:15 - 06.01.2016 22:30 (UTC)","0"
"Austria (AT)","06.01.2016 22:30 - 06.01.2016 22:45 (UTC)","0"
"Austria (AT)","06.01.2016 22:45 - 06.01.2016 23:00 (UTC)","0"
"Austria (AT)","06.01.2016 23:00 - 06.01.2016 23:15 (UTC)","0"
"Austria (AT)","06.01.2016 23:15 - 06.01.2016 23:30 (UTC)","0"
"Austria (AT)","06.01.2016 23:30 - 06.01.2016 23:45 (UTC)","0"
"Austria (AT)","06.01.2016 23:45 - 07.01.2016 00:00 (UTC)","0"
"Austria (AT)","07.01.2016 00:00 - 07.01.2016 00:15 (UTC)","0"
"Austria (AT)","07.01.2016 00:15 - 07.01.2016 00:30 (UTC)","0"
"Austria (AT)","07.01.2016 00:30 - 07.01.2016 00:45 (UTC)","0"
"Austria (AT)","07.01.2016 00:45 - 07.01.2016 01:00 (UTC)","0"
"Austria (AT)","07.01.2016 01:00 - 07.01.2016 01:15 (UTC)","0"
"Austria (AT)","07.01.2016 01:15 - 07.01.2016 01:30 (UTC)","0"
"Austria (AT)","07.01.2016 01:30 - 07.01.2016 01:45 (UTC)","0"
"Austria (AT)","07.01.2016 01:45 - 07.01.2016 02:00 (UTC)","0"
"Austria (AT)","07.01.2016 02:00 - 07.01.2016 02:15 (UTC)","0"
"Austria (AT)","07.01.2016 02:15 - 07.01.2016 02:30 (UTC)","0"
"Austria (AT)","07.01.2016 02:30 - 07.01.2016 02:45 (UTC)","0"
"Austria (AT)","07.01.2016 02:45 - 07.01.2016 03:00 (UTC)","0"
"Austria (AT)","07.01.2016 03:00 - 07.01.2016 03:15 (UTC)","0"
"Austria (AT)","07.01.2016 03:15 - 07.01.2016 03:30 (UTC)","0"
"Austria (AT)","07.01.2016 03:30 - 07.01.2016 03:45 (UTC)","0"
"Austria (AT)","07.01.2016 03:45 - 07.01.2016 04:00 (UTC)","0"
"Austria (AT)","07.01.2016 04:00 - 07.01.2016 04:15 (UTC)","0"
"Austria (AT)","07.01.2016 04:15 - 07.01.2016 04:30 (UTC)","0"
"Austria (AT)","07.01.2016 04:30 - 07.01.2016 04:45 (UTC)","0"
"Austria (AT)","07.01.2016 04:45 - 07.01.2016 05:00 (UTC)","0"
"Austria (AT)","07.01.2016 05:00 - 07.01.2016 05:15 (UTC)","0"
"Austria (AT)","07.01.2016 05:15 - 07.01.2016 05:30 (UTC)","0"
"Austria (AT)","07.01.2016 05:30 - 07.01.2016 05:45 (UTC)","0"
"Austria (AT)","07.01.2016 05:45 - 07.01.2016 06:00 (UTC)","0"
"Austria (AT)","07.01.2016 06:00 - 07.01.2016 06:15 (UTC)","8"
"Austria (AT)","07.01.2016 06:15 - 07.01.2016 06:30 (UTC)","8"
"Austria (AT)","07.01.2016 06:30 - 07.01.2016 06:45 (UTC)","8"
"Austria (AT)","07.01.2016 06:45 - 07.01.2016 07:00 (UTC)","8"
"Austria (AT)","07.01.2016 07:00 - 07.01.2016 07:15 (UTC)","9"
"Austria (AT)","07.01.2016 07:15 - 07.01.2016 07:30 (UTC)","11"
"Austria (AT)","07.01.2016 07:30 - 07.01.2016 07:45 (UTC)","13"
"Austria (AT)","07.01.2016 07:45 - 07.01.2016 08:00 (UTC)","15"
"Austria (AT)","07.01.2016 08:00 - 07.01.2016 08:15 (UTC)","22"
"Austria (AT)","07.01.2016 08:15 - 07.01.2016 08:30 (UTC)","29"
"Austria (AT)","07.01.2016 08:30 - 07.01.2016 08:45 (UTC)","36"
"Austria (AT)","07.01.2016 08:45 - 07.01.2016 09:00 (UTC)","42"
"Austria (AT)","07.01.2016 09:00 - 07.01.2016 09:15 (UTC)","49"
"Austria (AT)","07.01.2016 09:15 - 07.01.2016 09:30 (UTC)","56"
"Austria (AT)","07.01.2016 09:30 - 07.01.2016 09:45 (UTC)","63"
"Austria (AT)","07.01.2016 09:45 - 07.01.2016 10:00 (UTC)","70"
"Austria (AT)","07.01.2016 10:00 - 07.01.2016 10:15 (UTC)","76"
"Austria (AT)","07.01.2016 10:15 - 07.01.2016 10:30 (UTC)","81"
"Austria (AT)","07.01.2016 10:30 - 07.01.2016 10:45 (UTC)","86"
"Austria (AT)","07.01.2016 10:45 - 07.01.2016 11:00 (UTC)","92"
"Austria (AT)","07.01.2016 11:00 - 07.01.2016 11:15 (UTC)","94"
"Austria (AT)","07.01.2016 11:15 - 07.01.2016 11:30 (UTC)","95"
"Austria (AT)","07.01.2016 11:30 - 07.01.2016 11:45 (UTC)","96"
"Austria (AT)","07.01.2016 11:45 - 07.01.2016 12:00 (UTC)","97"
"Austria (AT)","07.01.2016 12:00 - 07.01.2016 12:15 (UTC)","94"
"Austria (AT)","07.01.2016 12:15 - 07.01.2016 12:30 (UTC)","91"
"Austria (AT)","07.01.2016 12:30 - 07.01.2016 12:45 (UTC)","87"
"Austria (AT)","07.01.2016 12:45 - 07.01.2016 13:00 (UTC)","84"
"Austria (AT)","07.01.2016 13:00 - 07.01.2016 13:15 (UTC)","76"
"Austria (AT)","07.01.2016 13:15 - 07.01.2016 13:30 (UTC)","69"
"Austria (AT)","07.01.2016 13:30 - 07.01.2016 13:45 (UTC)","61"
"Austria (AT)","07.01.2016 13:45 - 07.01.2016 14:00 (UTC)","54"
"Austria (AT)","07.01.2016 14:00 - 07.01.2016 14:15 (UTC)","46"
"Austria (AT)","07.01.2016 14:15 - 07.01.2016 14:30 (UTC)","38"
"Austria (AT)","07.01.2016 14:30 - 07.01.2016 14:45 (UTC)","30"
"Austria (AT)","07.01.2016 14:45 - 07.01.2016 15:00 (UTC)","23"
"Austria (AT)","07.01.2016 15:00 - 07.01.2016 15:15 (UTC)","19"
"Austria (AT)","07.01.2016 15:15 - 07.01.2016 15:30 (UTC)","15"
"Austria (AT)","07.01.2016 15:30 - 07.01.2016 15:45 (UTC)","11"
"Austria (AT)","07.01.2016 15:45 - 07.01.2016 16:00 (UTC)","8"
"Austria (AT)","07.01.2016 16:00 - 07.01.2016 16:15 (UTC)","8"
"Austria (AT)","07.01.2016 16:15 - 07.01.2016 16:30 (UTC)","8"
"Austria (AT)","07.01.2016 16:30 - 07.01.2016 16:45 (UTC)","7"
"Austria (AT)","07.01.2016 16:45 - 07.01.2016 17:00 (UTC)","7"
"Austria (AT)","07.01.2016 17:00 - 07.01.2016 17:15 (UTC)","7"
"Austria (AT)","07.01.2016 17:15 - 07.01.2016 17:30 (UTC)","7"
"Austria (AT)","07.01.2016 17:30 - 07.01.2016 17:45 (UTC)","7"
"Austria (AT)","07.01.2016 17:45 - 07.01.2016 18:00 (UTC)","7"
"Austria (AT)","07.01.2016 18:00 - 07.01.2016 18:15 (UTC)","0"
"Austria (AT)","07.01.2016 18:15 - 07.01.2016 18:30 (UTC)","0"
"Austria (AT)","07.01.2016 18:30 - 07.01.2016 18:45 (UTC)","0"
"Austria (AT)","07.01.2016 18:45 - 07.01.2016 19:00 (UTC)","0"
"Austria (AT)","07.01.2016 19:00 - 07.01.2016 19:15 (UTC)","0"
"Austria (AT)","07.01.2016 19:15 - 07.01.2016 19:30 (UTC)","0"
"Austria (AT)","07.01.2016 19:30 - 07.01.2016 19:45 (UTC)","0"
"Austria (AT)","07.01.2016 19:45 - 07.01.2016 20:00 (UTC)","0"
"Austria (AT)","07.01.2016 20:00 - 07.01.2016 20:15 (UTC)","0"
"Austria (AT)","07.01.2016 20:15 - 07.01.2016 20:30 (UTC)","0"
"Austria (AT)","07.01.2016 20:30 - 07.01.2016 20:45 (UTC)","0"
"Austria (AT)","07.01.2016 20:45 - 07.01.2016 21:00 (UTC)","0"
"Austria (AT)","07.01.2016 21:00 - 07.01.2016 21:15 (UTC)","0"
"Austria (AT)","07.01.2016 21:15 - 07.01.2016 21:30 (UTC)","0"
